lambda,rating,connection,length,< 0.97,< 0.95,< 0.92,< 0.9
1e-06,30,nearest,614.1409538483131,8.517555266579974,2.113133940182055,0.0,0.0
1e-06,50,nearest,614.1409538483131,10.240572171651495,5.559167750325098,0.09752925877763328,0.0
1e-06,100,nearest,614.1409538483131,20.51365409622887,7.8673602080624185,5.136540962288686,4.583875162548765
1e-06,120,nearest,614.1409538483131,23.146944083224966,8.192457737321197,5.4291287386215865,4.973992197659298
1e-06,150,nearest,614.1409538483131,29.388816644993497,9.395318595578674,6.631989596879063,5.396618985695708
1e-06,180,nearest,614.1409538483131,35.56566970091027,16.514954486345903,6.794538361508453,6.534460338101431
1e-06,250,nearest,614.1409538483131,44.40832249674902,23.73211963589077,7.7373211963589075,6.957087126137841
1e-06,350,nearest,614.1409538483131,51.10533159947985,33.12743823146944,18.20546163849155,9.492847854356308
1.0,30,nearest,614.1409538483131,8.517555266579974,2.113133940182055,0.0,0.0
1.0,50,nearest,614.1409538483131,10.240572171651495,5.559167750325098,0.09752925877763328,0.0
1.0,100,nearest,614.1409538483131,20.51365409622887,7.8673602080624185,5.136540962288686,4.583875162548765
1.0,120,nearest,614.1409538483131,23.146944083224966,8.192457737321197,5.4291287386215865,4.973992197659298
1.0,150,nearest,614.1409538483131,29.388816644993497,9.395318595578674,6.631989596879063,5.396618985695708
1.0,180,nearest,614.1409538483131,35.56566970091027,16.514954486345903,6.794538361508453,6.534460338101431
1.0,250,nearest,614.1409538483131,44.40832249674902,23.73211963589077,7.7373211963589075,6.957087126137841
1.0,350,nearest,614.1409538483131,51.10533159947985,33.12743823146944,18.20546163849155,9.492847854356308
1000000.0,30,nearest,614.1409538483131,8.517555266579974,2.113133940182055,0.0,0.0
1000000.0,50,nearest,614.1409538483131,10.240572171651495,5.559167750325098,0.09752925877763328,0.0
1000000.0,100,nearest,614.1409538483131,20.51365409622887,7.8673602080624185,5.136540962288686,4.583875162548765
1000000.0,120,nearest,614.1409538483131,23.146944083224966,8.192457737321197,5.4291287386215865,4.973992197659298
1000000.0,150,nearest,614.1409538483131,29.388816644993497,9.395318595578674,6.631989596879063,5.396618985695708
1000000.0,180,nearest,614.1409538483131,35.56566970091027,16.514954486345903,6.794538361508453,6.534460338101431
1000000.0,250,nearest,614.1409538483131,44.40832249674902,23.73211963589077,7.7373211963589075,6.957087126137841
1000000.0,350,nearest,614.1409538483131,51.10533159947985,33.12743823146944,18.20546163849155,9.492847854356308
1e-06,30,optimal,614.1409538483131,8.517555266579974,2.113133940182055,0.0,0.0
1e-06,50,optimal,614.1409538483131,10.240572171651495,5.559167750325098,0.09752925877763328,0.0
1e-06,100,optimal,769.6108486132871,15.344603381014304,7.8673602080624185,5.136540962288686,4.583875162548765
1e-06,120,optimal,1146.5431602301833,13.68660598179454,1.1703511053315996,0.0,0.0
1e-06,150,optimal,2434.8660961319983,18.368010403120937,6.144343302990897,0.0,0.0
1e-06,180,optimal,4277.371956893185,23.179453836150845,5.494148244473342,0.032509752925877766,0.0
1e-06,250,optimal,5607.380810169881,26.853055916775034,8.42002600780234,0.0,0.0
1e-06,350,optimal,11875.123828336742,23.66710013003901,8.485045513654097,0.2925877763328999,0.0
1.0,30,optimal,614.1409538483131,8.517555266579974,2.113133940182055,0.0,0.0
1.0,50,optimal,614.1409538483131,10.240572171651495,5.559167750325098,0.09752925877763328,0.0
1.0,100,optimal,811.7250816171581,16.547464239271783,1.105331599479844,0.0,0.0
1.0,120,optimal,1057.578595815663,13.68660598179454,1.1703511053315996,0.0,0.0
1.0,150,optimal,2437.331981585914,18.368010403120937,6.144343302990897,0.0,0.0
1.0,180,optimal,5433.296165463253,22.789336801040314,1.5604681404421326,0.06501950585175553,0.0
1.0,250,optimal,5759.65668523038,24.447334200260077,7.672301690507152,0.0,0.0
1.0,350,optimal,8015.927261120669,20.05851755526658,7.574772431729519,0.06501950585175553,0.0
1000000.0,30,optimal,12557.102963822399,2.568270481144343,0.4226267880364109,0.0,0.0
1000000.0,50,optimal,13357.082789665496,2.568270481144343,0.4226267880364109,0.0,0.0
1000000.0,100,optimal,12989.708632611524,6.8920676202860855,0.45513654096228867,0.0,0.0
1000000.0,120,optimal,17435.41298531115,2.9258777633289985,0.552665799739922,0.0,0.0
1000000.0,150,optimal,22887.456915235613,2.7633289986996097,0.45513654096228867,0.0,0.0
1000000.0,180,optimal,24448.83018218461,2.7958387516254875,0.48764629388816644,0.0,0.0
1000000.0,250,optimal,24472.75468630402,2.7958387516254875,0.48764629388816644,0.0,0.0
1000000.0,350,optimal,22635.56999282859,3.120936280884265,0.5201560468140443,0.0,0.0
