lambda,rating,connection,length,< 0.97,< 0.95,< 0.92,< 0.9
1.0,30,nearest,3637.262408054143,4.389928986442866,0.7746933505487411,0.0645577792123951,0.0
1.0,50,nearest,3637.262408054143,4.389928986442866,0.7746933505487411,0.0645577792123951,0.0
1.0,100,nearest,3637.262408054143,6.84312459651388,0.7746933505487411,0.0645577792123951,0.0
1.0,120,nearest,3637.262408054143,7.23047127178825,0.7746933505487411,0.0645577792123951,0.0
1.0,150,nearest,3637.262408054143,8.973531310522919,3.0987734021949644,0.0645577792123951,0.0
1.0,180,nearest,3637.262408054143,19.94835377663009,3.2278889606197545,0.0645577792123951,0.0
1.0,250,nearest,3637.262408054143,20.52937378954164,4.454486765655261,2.3886378308586185,0.0
1.0,350,nearest,3637.262408054143,20.98127824402841,16.720464816010328,3.034215622982569,2.4531956100710137
1e-06,30,optimal,3637.262408054143,4.389928986442866,0.7746933505487411,0.0645577792123951,0.0
1e-06,50,optimal,3637.262408054143,4.389928986442866,0.7746933505487411,0.0645577792123951,0.0
1e-06,100,optimal,3637.280302725732,6.84312459651388,0.7746933505487411,0.0645577792123951,0.0
1e-06,120,optimal,3637.262408054143,7.23047127178825,0.7746933505487411,0.0645577792123951,0.0
1e-06,150,optimal,3637.262408054143,8.973531310522919,3.0987734021949644,0.0645577792123951,0.0
1e-06,180,optimal,3637.262408054143,19.94835377663009,3.2278889606197545,0.0645577792123951,0.0
1e-06,250,optimal,3716.816018900543,20.464816010329244,4.0671400903808905,2.194964493221433,0.0
1e-06,350,optimal,3828.530718736904,19.94835377663009,0.7746933505487411,0.0645577792123951,0.0
1.0,30,optimal,3637.262408054143,4.389928986442866,0.7746933505487411,0.0645577792123951,0.0
1.0,50,optimal,3637.262408054143,4.389928986442866,0.7746933505487411,0.0645577792123951,0.0
1.0,100,optimal,3637.262408054143,6.84312459651388,0.7746933505487411,0.0645577792123951,0.0
1.0,120,optimal,3637.262408054143,7.23047127178825,0.7746933505487411,0.0645577792123951,0.0
1.0,150,optimal,3637.262408054143,8.973531310522919,3.0987734021949644,0.0645577792123951,0.0
1.0,180,optimal,3828.530718736904,4.454486765655261,0.7746933505487411,0.0645577792123951,0.0
1.0,250,optimal,3828.530718736904,13.81536475145255,0.7746933505487411,0.0645577792123951,0.0
1.0,350,optimal,3908.084329583333,8.457069076823757,0.7746933505487411,0.0645577792123951,0.0
1000000.0,30,optimal,8060.166076035297,4.389928986442866,0.7746933505487411,0.0645577792123951,0.0
1000000.0,50,optimal,7351.797036230186,4.389928986442866,0.7746933505487411,0.0645577792123951,0.0
1000000.0,100,optimal,6897.43280983303,4.389928986442866,0.7746933505487411,0.0645577792123951,0.0
1000000.0,120,optimal,7686.595867587515,4.389928986442866,0.7746933505487411,0.0645577792123951,0.0
1000000.0,150,optimal,6897.43280983303,4.389928986442866,0.7746933505487411,0.0645577792123951,0.0
1000000.0,180,optimal,6897.43280983303,4.389928986442866,0.7746933505487411,0.0645577792123951,0.0
1000000.0,250,optimal,6897.43280983303,4.389928986442866,0.7746933505487411,0.0645577792123951,0.0
1000000.0,350,optimal,6897.43280983303,4.389928986442866,0.7746933505487411,0.0645577792123951,0.0
